,Cut,Relative Efficiency,Relative Events,Single Cut Efficiency
0,No cuts,100.0,84703.0,100.0
1,Fiducial Cuts,45.709259215528846,38713.0,40.21581289918893
2,One track cut,67.15315268772764,25997.0,17.82345371474446
3,Blob overlap cuts,77.7628187867831,20216.0,72.4496180772818
4,Energy cuts,9.710130589631975,1963.0,6.245351404318619
5,pos_evt - all_evt,1214.0,1963.0,0.0
6,FOM_MAX - blob2_E_val (MeV),2.499796666029225,0.23,0.0
7,trk_no - satellite_no,364466.0,235442.0,0.0
