,Cut,Relative Efficiency,Relative Events,Single Cut Efficiency
0,No cuts,100.0,80864.0,100.0
1,Fiducial Cuts,67.12257617728532,54278.0,63.906064503363666
2,One track cut,65.70065219794392,35661.0,35.908438860308664
3,Blob overlap cuts,91.36030958189619,32580.0,83.5649980213692
4,Energy cuts,8.551258440761202,2786.0,6.7335278986941045
5,pos_evt - all_evt,1580.0,2786.0,0.0
6,FOM_MAX - blob2_E_val (MeV),2.37217770138487,0.19,0.0
7,trk_no - satellite_no,199178.0,78816.0,0.0
