,Cut,Relative Efficiency,Relative Events,Single Cut Efficiency
0,No cuts,100.0,95437,100.0
1,low E cuts,21.304106373838238,20332,21.304106373838238
2,Fiducial Cuts,70.29805233130041,14293,67.20978236952125
3,One track cut,48.457286783740294,6926,45.4603560463971
4,Blob overlap cuts,58.24429685244008,4034,54.36570722047005
5,Energy cuts,15.989092711948437,645,6.940704338988024
