,event,trackID,energy,length,numb_of_voxels,numb_of_hits,numb_of_tracks,x_min,y_min,z_min,r_min,x_max,y_max,z_max,r_max,x_ave,y_ave,z_ave,r_ave,extreme1_x,extreme1_y,extreme1_z,extreme2_x,extreme2_y,extreme2_z,blob1_x,blob1_y,blob1_z,blob2_x,blob2_y,blob2_z,eblob1,eblob2,ovlp_blob_energy,vox_size_x,vox_size_y,vox_size_z,PORT
13981,5160298,0,1.5900119898318126,150.8236292754607,58,7667,1,140.675,-12.324999999999989,927.8524500000001,140.6849716565348,200.675,47.67500000000001,1072.4038500000001,200.72944788944147,166.1140065083204,15.420471889195545,999.6412963507028,167.17758692791878,163.17499999999927,25.17500000000076,935.0800199999974,193.17500000000229,-4.825000000002239,1050.7211400000022,160.68557117011775,19.510545374630315,934.2391055611971,193.1854857389547,-2.5151048213758966,1045.237034641158,0.27357939739329357,0.20047076584219975,0.0,15.000000000001506,15.0000000000015,14.455140000000597,1a
14121,5160418,0,1.6633608887490017,320.1912713753988,82,7882,2,119.67500000000001,-173.325,527.958375,166.27495677341193,269.675,-50.32499999999999,716.2809937500001,302.5477834161077,183.56329370223023,-110.83867508706773,583.5039629284798,216.17019929778752,127.17499999999731,-122.28333333333458,564.1742632211522,262.17500000000274,-93.1166666666669,709.0378161057721,129.00391332694485,-119.76528374056973,559.6571245087907,261.9916931409486,-94.8263304878128,708.3626218570777,0.3962421094099737,0.12620130708526736,0.0,15.000000000000611,14.583333333333826,14.486355288461937,1a
14379,1460008,0,1.5926383607586423,202.48630057130066,54,7763,1,128.675,42.67500000000001,508.10251406250006,145.38624849001368,210.675,134.675,598.6555312500001,222.53373058931987,172.7951386569504,84.9437459688331,554.6854351084671,194.90090650101834,149.1749999999985,127.96071428571688,527.5067320312484,203.8416666666692,47.389285714283155,579.2513132812518,154.29504200061538,124.71769980590709,523.2465000000002,200.69998219530484,52.19680308664418,575.2700822936991,0.5403657889332106,0.39389498720777305,0.0,13.66666666666768,13.428571428572283,12.936145312500855,1a
14549,1460138,0,1.5432904421479419,86.95794388734583,52,6559,1,20.67500000000001,-277.325,939.4636125000002,211.77443483574686,87.67500000000001,-204.325,1008.2061281250002,279.48436673631676,55.792965150501445,-233.92431157632535,972.8349629876668,240.9161065356476,27.374999999997613,-270.02500000000236,1001.3318765625027,67.57500000000121,-211.62499999999758,960.086367187499,67.22090045425983,-216.14201062979902,964.4914124999997,30.37892840363016,-271.8621916173501,998.0455338422513,0.7095940474475936,0.09223304772737315,0.0,13.4000000000012,14.600000000001216,13.748503125001207,1a
14589,1460166,0,1.6016441727350215,97.66015954345806,44,6745,1,139.675,277.675,697.9740468750001,333.7607844699554,201.675,371.675,757.3741218750001,412.82612714071286,177.5778114319938,331.5968580708906,721.6766735974826,376.64243922090105,183.07500000000124,365.4250000000019,735.0990937500009,195.4750000000024,284.42499999999734,705.3990562499979,183.43002410872685,362.7726768656566,733.9345566585147,192.80396544462963,286.715293407211,701.5541257647078,0.5163981642274151,0.3520496572976254,0.0,12.4000000000012,13.500000000000739,14.850018750001482,1a
14602,1460170,0,1.5937432014893254,147.85993008186583,62,8039,1,187.675,247.675,465.96132187500007,322.3586686441052,251.675,339.675,584.9872875000001,404.20361360334226,211.46190889135053,289.8881625418093,523.750347610116,359.2866474191712,194.0749999999976,293.675,473.40044472655995,206.8749999999988,254.246428571426,577.5481646484402,207.43770051514346,256.4637166648102,578.2887594502189,196.11033382074143,297.0382362613016,477.3653063772439,0.5091406011567066,0.4209175894378305,0.0,12.800000000001205,13.14285714285802,14.878245703125742,1a
14812,1460336,0,1.6976829569630256,373.9545939249665,71,7747,1,-139.325,45.67500000000001,366.19527656250006,59.841968968275104,-20.32499999999999,197.675,494.65024218750006,219.93149217426776,-85.32209037350911,120.69917001375663,411.99112519968304,150.95102508675538,-72.38749999999962,94.03863636363529,373.33166354166406,-27.762499999997367,52.5840909090882,487.51385520833605,-73.71684965350111,98.6053470741681,376.8409240938447,-29.800724723853467,57.46629958203245,488.9382024712277,0.43059014451619304,0.07178278991607025,0.0,14.875000000000753,13.818181818182367,14.272773958334028,1a
14886,1460384,0,1.5911484108518448,337.5698551213143,85,8685,1,43.67500000000001,70.67500000000001,75.40417500000001,112.67746558207637,173.675,297.675,216.11823515625002,340.7799308204637,98.73744788934366,147.3164994648931,129.4996672753254,179.6902203255861,108.67500000000003,77.7687499999972,96.51128402343542,166.45277777778048,290.58125000000285,209.08253214844024,102.72853233972074,80.40333464283084,97.36453369160812,165.07374589287107,288.78521983435564,212.40704746410947,0.4596308120297673,0.12704223674470855,0.0,14.44444444444511,14.187500000000384,14.071406015625598,1a
15178,1460642,0,1.5142297513340215,123.80407278103313,46,7458,1,90.67500000000001,31.67500000000001,505.8366140625001,112.52982382461995,149.675,136.675,587.0824968750001,188.40292261533526,128.4421010279758,69.49005242642993,561.9538395020982,146.87822961115054,112.79999999999927,54.174999999998306,512.6071042968725,127.55000000000076,129.1750000000026,580.3120066406275,113.80929967879867,57.38420203139163,513.6997530661258,123.31157001111711,127.2250922700289,582.618185736787,0.12485336444463552,0.04559793761086044,0.0,14.750000000001506,15.00000000000086,13.540980468751002,1a
15186,1460654,0,1.5989468998202405,150.0552656232773,64,7817,1,164.675,209.675,564.669721875,277.64979965777036,227.675,328.675,670.96430625,381.6537845351465,190.232858397008,265.6641682165523,628.5035733897073,327.21079934382624,183.5749999999988,217.11249999999737,651.0340716796893,183.5749999999988,321.2375000000027,571.313133398435,186.97814319083076,318.4767094079297,571.2284390687595,183.4613978673165,217.67011197914834,647.8280355404187,0.39541707967998596,0.17468599300886675,0.0,12.600000000001216,14.875000000000739,13.286823046875725,1a
15379,3560146,0,1.5779228907440468,244.43150867765797,76,7673,1,-205.325,-79.32499999999999,555.1620375000001,75.20246837704198,-35.32499999999999,83.67500000000001,636.49215,217.69074681758983,-137.7377154464877,-30.704025270959107,604.8170317760947,146.3660882318181,-198.2416666666694,-57.09772727272944,561.9395468749977,-42.40833333333057,76.26590909091183,629.7146406250025,-195.64115968473538,-56.899101275802906,560.2897147522964,-43.972924813241626,77.51375827440728,633.5550498213169,0.09432285182399981,0.043627827570957296,0.0,14.166666666667169,14.818181818182367,13.555018750000954,1a
15451,3560194,0,1.5946327820932005,110.62081733190331,50,7842,2,-143.325,315.675,321.3389812500001,326.4870001240478,-69.32499999999999,398.675,392.64602343750005,409.00123624507546,-95.10308534654983,347.9347535869808,356.08011478676366,361.12758230510195,-109.26250000000113,321.67500000000047,385.51531921875244,-82.01249999999962,335.675000000001,328.4696854687477,-83.37543588710695,338.06100828785355,327.35662709686477,-106.9222434698278,322.9371334508909,380.6401921875001,0.3261044500816882,0.23920678931711198,0.0,13.625000000000739,14.000000000000455,14.261408437501188,1a
15581,3560294,0,1.6361834967000513,365.0436248745283,87,8027,1,203.675,11.675000000000011,501.69465937500007,204.3564563452792,314.675,201.675,702.5473218750001,356.78258260458847,253.6411122684609,64.67306864143633,635.001858962238,264.77984988058745,210.61249999999737,18.98269230768955,681.0273937500024,293.8625000000019,194.36730769231048,508.8679687499973,212.18292698265344,19.214276377400772,678.882724108914,291.33141569533734,193.32117109674408,505.17009296956087,0.255295242338457,0.06264917255660618,0.0,13.875000000000739,14.615384615385077,14.34661875000046,1a
15803,3560494,0,1.6281120513758371,312.5374954001472,64,7403,1,139.675,22.67500000000001,616.9530937500001,151.66249124289104,321.675,156.675,682.7787093750001,354.3713606515064,208.8046748733407,82.96017162137214,648.3747193061669,227.1217640207225,146.67499999999723,104.56388888888958,636.7007784374989,314.6750000000028,149.23055555555825,623.5356553124977,149.21366622558753,100.86658100701496,640.54719967429,314.926799682207,150.24297985570254,618.8323486951173,0.41092511898050665,0.06047869079632294,0.0,14.000000000000455,14.88888888888956,13.165123125001173,1a
15882,3560554,0,1.5003870954670253,235.0470651318144,67,6372,1,64.67500000000001,24.67500000000001,1077.0726093750002,98.62662546189038,185.675,139.675,1158.28610625,193.0022312047195,120.85081554210778,69.04300651574282,1118.5833783295932,145.2816371021159,138.61944444444515,103.73750000000115,1110.9115664062497,178.95277777778045,46.23749999999814,1151.5183148437527,174.71061287018762,46.37839085454575,1149.2823795656168,139.3617676119987,107.68452998824905,1114.6177875000003,0.4792964924206537,0.029292621364444184,0.0,13.44444444444511,14.375000000000753,13.535582812500934,1a
16182,2520118,0,1.5993081355970917,64.6387968823945,36,8431,1,-91.32499999999999,214.675,523.9124953125,220.26872508370315,-40.32499999999999,270.675,582.8422031250001,276.88763289464555,-59.40532882840355,237.69828848720212,547.4055616087272,245.13584789792208,-59.449999999999235,221.67499999999774,575.4759896484397,-46.69999999999774,263.6750000000023,531.2787087890604,-50.73104560194052,260.4439610416138,533.6044979381248,-57.77943636400797,224.83460063115498,576.6442111295887,0.34401478745235037,0.33317190860499885,0.0,12.750000000001492,14.000000000001506,14.732426953126492,1a
16383,2520292,0,1.6658409079858245,338.59166952460345,84,7987,1,145.675,-205.325,368.29931250000004,214.33469446172265,347.675,-12.324999999999989,474.71297343750007,348.21166156520377,193.41924503164577,-160.57067237436888,435.95872267650554,258.79155455671224,181.74642857142663,-197.90192307692584,468.06211962890893,340.4607142857171,-19.74807692307413,428.15699677734415,177.83032543633513,-196.07461093392146,468.8290855086676,341.4102443061235,-18.312206777618556,431.8240522783651,0.4219797953189175,0.018685404676136313,0.0,14.428571428571871,14.846153846154323,13.301707617188242,1a
16538,2520410,0,1.596825310062496,115.62204434129939,62,7919,1,217.675,175.675,464.9364890625001,291.54649929299444,266.675,256.675,558.5881218750001,360.88926452583763,245.69724949084264,214.67335185417573,513.8056164703692,326.7243544253274,260.5500000000023,182.4249999999975,551.8987195312526,260.5500000000023,249.9250000000025,471.6258914062475,257.38634243229575,186.76414441354444,549.688225393355,256.6430073180863,247.45859771428357,473.6117114230789,0.3584178309621596,0.2344945359441082,0.0,12.250000000001506,13.500000000000995,13.37880468750086,1a
16909,4140006,0,1.5984304374951743,178.8364856905567,61,7181,1,167.675,-281.325,619.23054375,244.52568627855848,232.675,-150.325,719.276315625,351.02886099293886,202.3470467160851,-225.64849955245705,669.2923623414737,304.427990976495,187.17499999999882,-157.6027777777751,697.8379359375017,226.17500000000243,-244.93611111111244,640.6689234374985,223.75438624239737,-248.2426644022746,636.9642069600616,190.23982088319718,-159.64023124972516,702.7503816743852,0.45236243891770295,0.17196224047464062,0.0,13.000000000001194,14.555555555556225,14.292253125000798,1a
17166,4140230,0,1.6810235923763532,298.103132817817,70,8187,1,-178.325,-356.325,182.40326015625,219.18567756584824,-83.32499999999999,-198.325,332.9860078125,389.5358921203539,-134.32500893548547,-315.5785735054639,236.60359152696014,343.34122099994835,-171.07500000000186,-352.3250000000022,244.0052932883517,-90.07499999999737,-205.65833333333057,326.14133746449136,-168.03387054301905,-347.11040903907485,244.38572225670373,-91.46383469756066,-206.5458620011068,329.847278780643,0.4877603885989937,0.046118893334783286,0.0,13.500000000000739,14.666666666667197,13.689340696023265,1a
17234,4140280,0,1.5993088064956098,88.5911961114945,40,7793,1,-5.324999999999989,229.675,520.6224187500001,230.02447967553368,48.67500000000001,311.675,557.6735062500001,313.710075149014,24.722125534748184,277.0230631522549,541.1141716561078,278.31261448294117,1.4249999999977607,236.50833333333082,539.1479625000001,41.92500000000226,304.8416666666692,526.797599999998,4.5251124475876034,239.28497017548466,538.590930810279,38.07517886186207,300.9010165868598,530.8473816533001,0.5292453321989825,0.5269532170924882,0.0,13.5000000000015,13.66666666666768,12.350362500002007,1a
17366,4140386,0,1.6036525674118907,156.47748123885546,56,7403,1,265.675,-258.325,225.52710468750004,345.22052553404177,363.675,-161.325,316.1428921875,405.9504418645212,318.59140152014464,-205.5934787699096,273.7397039986121,381.1301379438473,272.67499999999745,-251.39642857143116,257.8898859374992,342.6750000000018,-195.96785714285627,309.6703359375026,341.8208449762599,-190.7257459174132,310.3310507276189,275.3017014115225,-249.64535646904585,255.7909360915009,0.4181763876417764,0.4071137928501169,0.0,14.000000000000853,13.857142857143714,12.945112500000874,1a
17367,4140388,0,1.69338729923254,208.29603715831038,56,6938,1,13.675000000000011,-77.32499999999999,707.4346125000001,37.73474857475533,132.675,-2.3249999999999886,817.1922937500001,132.877053135596,57.175986833016175,-53.19626807853845,764.5238184650171,80.63787004357364,74.67500000000001,-69.82500000000239,810.3324386718776,128.8972222222249,-9.82499999999759,728.0141777343731,74.73988275272897,-69.26366526002218,809.0458494934632,127.50039957043407,-6.1554381181522615,728.9677592089924,0.23359037610958786,0.03139845920463199,0.0,13.555555555556223,15.0000000000012,13.719710156250812,1a
17539,4140526,0,1.5929514985833697,133.48849096825478,66,7188,1,187.675,108.67500000000001,936.3506250000002,242.29622623970025,279.675,196.675,1011.4167000000001,314.5658297558716,219.0087715081722,159.54799774641154,983.2430719433952,272.4054317586524,194.246428571426,189.3416666666692,992.6501812500017,273.103571428574,130.67499999999853,955.1171437499986,196.05626071964753,186.29492938710104,987.8353253343159,274.6559696640496,126.7208208302596,958.1457374999999,0.5336990099225603,0.04050365285931839,0.0,13.142857142857991,14.666666666667666,12.511012500001016,1a
17966,940210,0,1.5933125035686495,371.0831566811945,78,8012,1,110.67500000000001,171.675,882.9180281250001,270.5794915547001,258.675,374.675,1039.6815187500001,407.2805682204836,196.9982903624073,231.65877934580604,940.6978818910525,310.8537855176231,162.4749999999991,352.92500000000234,975.5509998579553,251.27500000000273,178.92499999999723,890.0436413352247,248.8427079119125,180.14401669159426,893.601191951466,160.3571417551746,357.3412287269038,973.8493656917481,0.5208146314152339,0.08178349673896605,0.0,14.800000000000608,14.500000000000426,14.251226420455055,1a
18091,940310,0,1.5896921278045824,142.913782915671,59,7836,1,55.67500000000001,-107.32499999999999,128.24672109375,55.929073387639825,157.675,2.6750000000000114,189.76922343750002,173.77776396881163,111.66236318749009,-31.648821292986636,160.25894633150747,117.9749641679595,62.96071428571173,-4.199999999997366,183.61697320312746,135.81785714285888,-100.4500000000026,159.00797226562503,66.0381854569509,-6.225700938533368,181.1052436812949,133.51552793937626,-101.40225231593051,157.32975290613908,0.5424315994983188,0.11092090874864483,0.0,14.571428571429436,13.750000000000753,12.3045004687512,1a
18108,940322,0,1.5921866991793199,212.4127208960819,65,7995,1,-148.325,-294.325,250.06517812500005,184.2438906721197,-41.32499999999999,-170.325,324.44448750000004,323.1141613269217,-97.93844412566627,-224.2941976108633,284.57035292659344,245.88235580626414,-128.26250000000186,-287.43611111111375,287.2548328125,-48.01249999999737,-177.2138888888862,257.50310906249763,-126.17036917567522,-284.4982627300345,293.3208531836442,-50.145965142142416,-181.79685596571355,255.0457223362634,0.43009240711960506,0.4291622534583345,0.0,13.375000000000739,13.777777777778454,14.87586187500122,1a
18424,940552,0,1.678989322732588,324.13965675103987,86,8069,1,131.675,102.67500000000001,364.34812968750003,194.82482195551984,275.675,234.675,536.6867625000001,351.0035060366207,201.42183867032972,182.20734562385238,439.6192293709453,272.5980416628857,182.0749999999991,110.00833333333068,371.52890605468485,268.47500000000275,227.34166666666937,529.5059861328152,264.0766654358962,223.54277520405992,532.1268150207055,177.56718984335672,113.27101683278568,369.437596602548,0.45473128624910014,0.16517542372543553,0.0,14.400000000000603,14.66666666666734,14.361552734375493,1a
18440,940564,0,1.5959759292704718,85.98054628639278,44,7274,1,-82.32499999999999,117.67500000000001,301.47675468750003,131.33625261137917,-1.3249999999999886,184.675,361.27858593750005,192.46418173260187,-45.5255090422578,157.06733853426522,339.8220440581078,165.3202504483291,-62.07500000000149,124.37499999999761,353.8033570312524,-21.574999999998486,177.9750000000024,308.95198359374774,-65.001880545053,125.498538031078,349.8468050081506,-25.614900945391728,174.801140686498,305.9967626126027,0.08662637430020363,0.029828179575943952,0.0,13.500000000000995,13.400000000001214,14.950457812501497,1a
18498,940610,0,1.6965334173160005,174.85227442007596,71,8171,1,-32.32499999999999,263.675,248.80053515625005,264.82704025457826,50.67500000000001,344.675,402.24354843750007,346.220321832789,7.544019365302897,299.95036842745486,292.32247100180865,300.645868293203,-25.408333333335822,297.4249999999995,255.7752175781223,29.925000000001507,337.9250000000025,395.2688660156278,-24.230796948248166,300.1995570082641,257.21013646767966,31.69756924816763,337.682132095186,397.02261729769134,0.2404070578196729,0.08899217933592164,0.0,13.83333333333433,13.500000000001023,13.949364843750573,1a
18847,2820242,0,1.5876663329284701,93.249414478198,49,8908,2,71.67500000000001,308.675,330.85526250000004,321.43718087676166,117.67500000000001,382.675,405.17692031250004,395.696362442214,89.49532670228764,349.1260855442828,372.60467846225475,360.4998229353354,77.42499999999777,330.1750000000004,397.74475453125245,77.42499999999777,360.1750000000019,338.2874282812476,80.43041190556329,335.65069735448856,398.3645152572983,80.82426398047883,355.17445630777183,339.2779066800272,0.3109427298910578,0.2707014131946848,0.0,11.500000000001492,15.000000000000739,14.864331562501206,1a
19242,2820560,0,1.5387026702072542,251.91802151794232,73,7813,2,151.675,158.675,677.9678718750001,231.68299732608781,301.675,241.675,822.3459562500001,349.09813985468327,199.34833946256424,198.7375219766629,757.9375953056835,283.1113167854676,206.640517241381,234.73750000000265,815.1270520312528,294.36465517241675,179.23749999999964,685.1867760937475,203.93084098250475,231.0345583107203,813.9266477162822,292.8687279875328,179.30991358953867,682.1018098177697,0.4766293767728111,0.06863624086386284,0.0,14.620689655172626,13.875000000000739,14.437808437500621,1a
19312,2820620,0,1.5998003244191217,276.9879251784212,75,8614,1,189.675,88.67500000000001,423.92985468750004,261.8161783580228,343.675,204.675,555.5332125000001,385.62016447535524,259.7993929491034,165.80227723392815,486.36138338485387,311.5005639896592,196.67499999999728,197.42500000000265,431.24115234374744,336.67500000000274,182.9250000000019,533.599319531252,334.5420269956902,179.31794424089927,536.6884278634783,198.1489475907391,197.19426686216426,427.7377117567849,0.34554536167261796,0.17862962422101333,0.0,14.00000000000054,14.500000000000753,14.622595312500664,1a
19642,2700208,0,1.5973511431685754,165.22439466812648,61,8459,1,-11.324999999999989,147.675,641.4430312500001,150.82725632325216,92.67500000000001,203.675,779.3176781250002,215.73342636225848,42.34119322774109,183.77187085301085,709.4046240592446,191.5261908854232,10.960714285712584,168.67499999999927,772.4239457812528,85.24642857143115,196.67500000000229,648.3367635937475,80.99529988676575,193.1057258178101,648.7924728284199,10.493642323284845,169.0807348712742,768.9887188007224,0.4178639091472876,0.24580443875544028,0.0,14.857142857143714,14.000000000001506,13.787464687500574,1a
19976,2700478,0,1.632201930392427,238.24868401376048,76,7823,2,-144.325,-351.325,925.9144781250002,257.99604890385433,-66.32499999999999,-249.325,1054.57498125,365.3598380364213,-107.4041616919507,-297.56495832014116,967.3422288333477,316.88821202958127,-111.8250000000005,-251.94999999999735,930.6491757102258,-72.82499999999749,-251.94999999999735,1018.1262149147744,-112.48462703056623,-256.6062087724509,932.6945643368869,-74.27797217101003,-253.95931679516073,1016.4681366028785,0.3587891459319301,0.07747648075313616,0.0,13.000000000000995,13.250000000000739,14.579506534091479,1a
20047,2700520,0,1.5855281885734422,165.34992093155765,45,6936,2,-89.32499999999999,156.675,637.2616031250001,171.84211139880702,-9.324999999999989,258.675,715.3419656250001,260.11422731177163,-53.093963591046204,206.60639536472155,668.1920501636251,215.4277136009836,-82.65833333333582,163.96071428571173,643.7682999999977,-29.324999999998493,251.3892857142883,708.8352687500026,-79.30787689271723,166.51142939833528,644.7273090912425,-28.589476789576135,248.46206096577197,705.5983072968585,0.6301226286916647,0.5277985749258907,0.0,13.333333333334338,14.571428571429436,13.013393750001,1a
20632,1920374,0,1.5170179208118604,289.3998819135847,76,8655,1,147.675,-15.324999999999989,545.7247031250001,150.43324516209842,295.675,93.67500000000001,690.0834937500001,308.4000830901315,195.28079849285874,26.056960164687872,590.2404412565674,197.73239610145086,155.07499999999732,45.98750000000039,581.8144007812487,288.2750000000027,86.86250000000263,653.9937960937516,159.46979986408272,41.539375998506124,579.9765142755548,289.70142039776346,85.80979735374305,658.0516257718443,0.41972681871209916,0.05694697562964426,0.0,14.800000000000608,13.62500000000075,14.43587906250059,1a
20802,1920522,0,1.583013057476303,212.7043020426708,67,7372,1,150.675,102.67500000000001,837.7751156250001,240.78945419183125,290.675,225.675,941.0303437500002,325.5743559465334,231.49424782705955,168.87333975296113,895.132589453394,290.92236755761087,171.6749999999979,218.84166666666937,845.1504890624976,269.6750000000021,109.50833333333068,889.4027296875001,167.56215094210887,216.05672236636775,845.5135103018911,268.7974574378967,111.95002170397107,888.561344007906,0.3898588712107702,0.06387529533004531,0.0,14.000000000000597,13.66666666666734,14.7507468750008,1a
20828,1920542,0,1.5024012939123397,243.35896764485733,77,8646,1,15.675000000000011,145.675,393.79784062500005,148.47040530018097,113.67500000000001,231.675,585.04333125,237.37472748799524,47.09813735025878,189.08647394605558,452.4830162893395,195.8072252343312,22.67499999999744,195.84166666666718,401.1534364182665,106.67500000000258,210.17500000000152,577.6877354567335,26.817108403048003,197.73554016558177,400.3550508910803,107.1996249066747,204.67272032060708,581.0915977791509,0.14511541861699437,0.055317422382472184,0.0,14.000000000000854,14.333333333334338,14.711191586538916,1a
21525,4800390,0,1.6870507102868157,217.85352494551296,65,8693,1,145.675,143.675,190.81257890625002,214.66860797517649,255.675,298.675,275.16418125,388.17265649450377,174.38055036702343,201.0981448936235,225.5596719791691,266.58268606919813,152.54999999999737,164.81136363636145,268.13488105469,248.80000000000265,291.6295454545482,225.95907988281203,155.22771439378928,170.03424416033053,263.9184521084087,250.19560096339296,290.1729396178024,225.2265177334238,0.43270211664718605,0.04900116492554349,0.0,13.750000000000739,14.090909090909634,14.058600390625998,1a
21668,4800506,0,1.664232127768574,301.5783205463435,75,7753,1,59.67500000000001,-128.325,577.2336281250001,65.72945496503073,195.675,41.67500000000001,702.6262687500001,230.76418970455532,153.82016028389256,-84.79236751368052,621.204458470479,177.52529884981834,66.47499999999732,34.59166666666943,653.8624640625007,188.87500000000273,-121.24166666666942,584.1998859374975,186.58379407680187,-119.88880193526668,582.2310476987632,65.2594331866864,33.5183849849893,655.279343487513,0.12989776006280931,0.04287375390573834,0.0,13.600000000000605,14.166666666667169,13.932515625000633,1a
21950,5260068,0,1.5095694361230574,211.87935317315038,71,8171,2,89.67500000000001,249.675,599.3661843750001,268.8358444292725,155.675,343.675,759.4209000000001,368.39538711824287,123.68776799818455,306.9656126036846,648.4059500682104,331.24354376180185,96.27499999999762,256.6749999999977,737.5952569602296,122.67500000000001,326.675,606.6413987215883,124.76953013780536,321.8320598713114,609.4191210227756,99.62279282682486,256.2944410774914,733.6045726864985,0.4794468757033228,0.04210106769788171,0.0,13.200000000001197,14.000000000000455,14.550428693182312,1a
22054,5260162,0,1.5832806079956832,341.0101140098446,65,7982,1,32.67500000000001,-311.325,627.57699375,152.79188869177577,103.67500000000001,-147.325,822.2053875000001,319.2169501295318,62.45704311307765,-257.8277129579663,767.5845815639918,265.595095538863,39.77499999999761,-154.7795454545427,635.0627012019203,53.974999999998815,-288.96136363636583,814.7196800480798,58.913509321328995,-286.9499666755264,814.1894376728748,40.64959818226402,-155.79435366903996,636.0026646073508,0.4836829358731036,0.04789458686450592,0.0,14.200000000001197,14.909090909091447,14.971414903846608,1a
22239,5260298,0,1.5256029136518323,255.25665652436953,69,7699,1,259.675,-129.325,237.40440937500003,267.2659934409913,302.675,-37.32499999999999,466.43126250000006,312.64510431158203,278.89869261650244,-72.58380182989568,297.3559529834361,289.15694030663593,266.84166666666465,-96.467857142858,459.27417333984664,281.175,-83.32499999999999,244.56149853515348,283.1376490291346,-79.31173358494271,242.75618229238117,272.1342163052167,-98.15064093933245,462.0989141989074,0.23759314246528054,0.0598246034810376,0.0,14.33333333333536,13.142857142858006,14.314178320312863,1a
22634,5260670,0,1.677733657603594,219.82670733972688,58,7611,1,-384.325,-167.325,517.4250703125001,264.22426317429665,-221.325,-91.32499999999999,630.0710718750001,400.1236824408173,-333.03677171038527,-121.90699755249958,579.9871431510927,356.23052807068325,-376.9159090909118,-122.99166666666616,624.838730468752,-228.73409090908817,-148.3250000000015,524.5859809895808,-372.5034672370788,-118.9017454047676,620.0354350504405,-230.04013573759133,-146.07139967279105,528.920179982871,0.5362966281321566,0.14391871382400617,0.0,14.818181818182381,12.66666666666768,14.321821354167355,1a
22665,5260700,0,1.5922928768383322,76.5855339194322,45,9083,1,-38.32499999999999,-47.32499999999999,403.0478484375001,0.45961940777123983,27.67500000000001,7.675000000000011,436.97236406250005,54.21818191345038,-5.651192891773933,-20.427971323464224,418.68565552071425,25.145629778379707,-31.72500000000239,-40.450000000002234,431.31827812500205,21.07500000000241,0.8000000000022611,408.701934374998,17.704401824098237,-3.0499349248380834,411.24245134066473,-28.155604423727617,-38.37201102220297,429.1747588159666,0.3826549162542129,0.36856081396237445,0.0,13.2000000000012,13.7500000000015,11.30817187500196,1a
22788,2260076,0,1.5517695391512105,229.7876614933402,54,8025,1,74.67500000000001,4.675000000000011,230.92069218750004,75.17719900342125,234.675,136.675,308.60878125000005,253.72428194794446,174.36271712519286,91.14511948826855,270.78525062254056,197.593824362485,96.49318181817965,12.008333333330679,263.29072929687453,212.85681818182042,129.34166666666937,276.23874414062556,210.79600496113588,126.58372758356057,279.615609377864,94.13548486734656,12.851105064946747,259.75930998731803,0.5354526794767244,0.050125398134531166,0.0,14.545454545455087,14.666666666667334,12.948014843750997,1a
23011,2260248,0,1.59144999308365,311.0141664766825,83,9355,1,271.675,-217.325,553.2925781250001,285.7891027488627,324.675,-77.32499999999999,741.5548218750001,383.5398431062932,294.37494486742327,-169.50986439259228,661.9805753688617,341.36349434338126,278.29999999999774,-84.32499999999729,603.9785668269218,304.80000000000075,-210.32500000000272,734.3139663461566,300.91451838374354,-206.93533823032365,731.6127029132851,280.7887474273869,-85.74535062404584,599.9371489069886,0.4489456685972169,0.2204242562511424,0.0,13.250000000001478,14.000000000000597,14.481711057692792,1a
23019,2260258,0,1.5992354442659988,141.71672085596478,55,8376,1,75.67500000000001,171.675,585.7771500000001,197.40912149644961,147.675,231.675,695.1584718750001,254.7148626405613,104.55085512894885,201.445169408348,632.8727784080166,227.78542621813804,82.87499999999761,224.17500000000229,592.613482617185,97.27499999999881,179.17499999999774,688.3221392578154,85.84321857097792,219.41541843202813,595.415561946687,102.29249516424106,183.0629444675903,687.9164398427937,0.7123005973737324,0.3893124197309593,0.0,14.4000000000012,15.000000000001506,13.6726652343757,1a
23184,2260398,0,1.595190088761825,139.58446035676127,59,8058,1,-10.324999999999989,228.675,207.87178125000003,232.62289493942768,69.67500000000001,340.675,269.77466250000003,340.72226409496636,25.040650849404688,287.2014384310992,240.26423819228518,289.3680294475513,9.674999999998509,333.6750000000027,251.20379812500124,63.00833333333584,235.67499999999737,263.5843743750024,58.50145949478241,238.82869965201417,257.9592610620956,6.615967244007114,332.2071144828463,245.34551099086454,0.46384688668719515,0.33800389992423985,0.0,13.333333333334332,14.000000000000739,12.380576250001212,1a
23232,2260440,0,1.596837683620899,132.69757190722703,48,7337,1,141.675,-246.325,237.42859218750004,201.65827840681374,191.675,-131.325,327.70831406250005,307.2661895653344,168.13948037429105,-187.42656596713138,285.13430604536,252.83681555337324,147.92499999999774,-138.51249999999735,321.2597625000026,172.92500000000075,-239.13750000000263,256.7742468749983,171.49322812660807,-234.72987100304167,260.7390971546701,151.74442838421658,-140.63045392408907,321.36265842954,0.48681163769352526,0.4211034329808668,0.0,12.500000000001506,14.375000000000739,12.897103125000854,1a
