,Cut,Relative Efficiency,Relative Events,Single Cut Efficiency
0,No cuts,100.0,87009.0,100.0
1,Fiducial Cuts,45.85191485448945,39893.0,41.81291590525118
2,One track cut,69.16250971348357,27591.0,27.76264524359549
3,Blob overlap cuts,88.48900003624371,24415.0,81.48237538645428
4,Energy cuts,9.076387466721277,2216.0,6.568286039375238
5,pos_evt - all_evt,1375.0,2216.0,0.0
6,FOM_MAX - blob2_E_val (MeV),2.764143143327496,0.26,0.0
7,trk_no - satellite_no,251831.0,123027.0,0.0
