,Cut,Relative Efficiency,Relative Events,Single Cut Efficiency
0,No cuts,100.0,84703.0,100.0
1,Fiducial Cuts,67.8716898265664,57488.0,61.25284818719526
2,One track cut,62.1625382688561,35736.0,17.82345371474446
3,Blob overlap cuts,78.29639579135885,27980.0,72.4496180772818
4,Energy cuts,10.017869907076484,2803.0,6.245351404318619
5,pos_evt - all_evt,1700.0,2803.0,0.0
6,FOM_MAX - blob2_E_val (MeV),2.6101504931489705,0.24,0.0
7,trk_no - satellite_no,364466.0,235435.0,0.0
