,Cut,Relative Efficiency,Relative Events,Single Cut Efficiency
0,No cuts,100.0,84703.0,100.0
1,Fiducial Cuts,67.3545766874063,57050.0,62.41219319268503
2,One track cut,64.54688869412796,36824.0,24.073527501977498
3,Blob overlap cuts,87.72811210080383,32305.0,81.39381131719065
4,Energy cuts,9.348398080792448,3020.0,6.497998890240016
5,pos_evt - all_evt,1817.0,3020.0,0.0
6,FOM_MAX - blob2_E_val (MeV),2.5436622610686825,0.23,0.0
7,trk_no - satellite_no,270150.0,145675.0,0.0
