,Cut,Relative Efficiency,Relative Events,Single Cut Efficiency
0,No cuts,100.0,95548,100.0
1,Fiducial Cuts,66.67748147527945,63709,66.67748147527945
2,One track cut,59.57400053367656,37954,42.63197555155524
3,Blob overlap cuts,60.07798914475417,22802,57.740612048394524
4,Energy cuts,10.271028857117797,2342,5.026792816176163
5,E-blob 2 cuts,41.33219470538002,968,26.63268723573492
