,Cut,Relative Efficiency,Relative Events,Single Cut Efficiency
0,No cuts,100.0,71041,100.0
1,Fiducial Cuts,66.38701594853677,47162,66.38701594853677
2,One track cut,61.644968406768164,29073,48.26790163426754
3,Blob overlap cuts,53.76122175214116,15630,54.91617516645317
4,Energy cuts,10.479846449136277,1638,4.593122281499416
5,E-blob 2 cuts,43.101343101343105,706,32.68535071296857
