,Cut,Relative Efficiency,Relative Events,Single Cut Efficiency
0,No cuts,100.0,95437,100.0
1,Fiducial Cuts,67.67396292842399,64586,67.67396292842399
2,One track cut,59.07936704548974,38157,45.4603560463971
3,Blob overlap cuts,54.95452996828891,20969,54.36570722047005
4,Energy cuts,10.100624731746864,2118,4.664857445225646
5,E-blob 2 cuts,43.67327667610954,925,31.93729895114054
