,Cut,Relative Efficiency,Relative Events,Single Cut Efficiency
0,No cuts,100.0,60529.0,100.0
1,Fiducial Cuts,66.09007401533175,40003.0,63.255629532951154
2,One track cut,67.72242081843862,27091.0,41.16373969502222
3,Blob overlap cuts,92.89801040936105,25167.0,86.34869236233871
4,Energy cuts,8.29260539595502,2087.0,6.7174412265195205
5,pos_evt - all_evt,1251.0,2087.0,0.0
6,FOM_MAX - blob2_E_val (MeV),1.9962585773750257,0.15,0.0
7,trk_no - satellite_no,137100.0,48674.0,0.0
