,Cut,Relative Efficiency,Relative Events,Single Cut Efficiency
0,No cuts,100.0,95548,100.0
1,low E cuts,59.87775777619626,57212,59.87775777619626
2,Fiducial Cuts,70.280710340488,40209,65.56495164733956
3,One track cut,52.060483971250214,20933,23.169506426089505
4,Blob overlap cuts,57.53117087851718,12043,56.540168292376606
5,Energy cuts,22.643859503445984,2727,13.240465525181062
