,Cut,Relative Efficiency,Relative Events,Single Cut Efficiency
0,No cuts,100.0,71041,100.0
1,low E cuts,46.067763685758926,32727,46.067763685758926
2,Fiducial Cuts,72.93977449812081,23871,68.33096380963106
3,One track cut,50.261823970508146,11998,31.120057431623994
4,Blob overlap cuts,56.12602100350058,6734,54.26443884517391
5,Energy cuts,25.8984258984259,1744,12.50404695879844
