,Cut,Relative Efficiency,Relative Events,Single Cut Efficiency
0,No cuts,100.0,87009.0,100.0
1,Fiducial Cuts,68.02859474307256,59191.0,63.486535875599074
2,One track cut,64.44560828504333,38146.0,27.76264524359549
3,Blob overlap cuts,88.7825722225135,33867.0,81.48237538645428
4,Energy cuts,9.076682316118937,3074.0,6.568286039375238
5,pos_evt - all_evt,1855.0,3074.0,0.0
6,FOM_MAX - blob2_E_val (MeV),2.6617847753376838,0.23,0.0
7,trk_no - satellite_no,251831.0,123022.0,0.0
